Option Name,Contact,Address,Size_1Bedroom,Size_2Bedrooms,Rent,Rent_1Bedroom,Rent_2Bedrooms,Pet Policy,Distance,Duration,Parking,Gym,Kitchen,Amenities,Features,Living Space,Lease Info,Services,Property Info,Indoor Info,Outdoor Info
[Kimberly Woods Apartments](https://www.apartments.com/kimberly-woods-apartments-englewood-co/7nhjbmx/),844-884-3035,"[1401 E Girard Pl, Englewood, CO 80113](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1401+E+Girard+Pl,+Englewood,+CO+80113/data=!4m2!4m1!3e2)",760 Sq Ft,960 Sq Ft,"$1,125 - 2,025",1125-1424,1349-1699,Pets Negotiable,9.6 mi,22 mins,Surface Lot 1 space.,* Fitness Center * Sauna * Spa * Pool * Basketball Court * Tennis Court * Volleyball Court * Walking/Biking Trails * Gameroom,* Dishwasher * Disposal * Pantry * Kitchen * Range * Refrigerator,"* Heated Pool * Outdoor Heated Pool, Lovely Grounds",* High Speed Internet Access * Air Conditioning * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Tub/Shower * Fireplace,* Hardwood Floors * Carpet * Recreation Room * Vaulted Ceiling * Views * Skylight,"6,9, 10, 11 and 12",* Wi-Fi at Pool and Clubhouse * Laundry Facilities * Maintenance on site * Property Manager on Site * 24 Hour Availability * Laundry Service * Planned Social Activities,* Built in 1972 * 232 Units/2 Stories,* Business Center * Clubhouse,* Courtyard * Grill * Picnic Area * Balcony * Patio * Deck * Lawn
[Arroyo Village](https://www.apartments.com/arroyo-village-denver-co/wwrth9l/),720-358-0119,"[1299 Knox Ct, Denver, CO 80204](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1299+Knox+Ct,+Denver,+CO+80204/data=!4m2!4m1!3e2)",,814 Sq Ft,$985 ,,985,Pets Negotiable,2.75 mi,10 mins,Garage 1 space. First come first serve. 1 vehicle per apartment.,* Playground * Bike Storage,* Dishwasher * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,* Bike Sharing * Classroom * Community Garden * Community Room * Computer Lab * Food Bank * On Lightrail * Parking Garage * Pet Friendly * Resident Activities * Resident Service Coordinator * Resident Services * Wi-Fi In Great Room,* Air Conditioning * Heating * Ceiling Fans * Cable Ready * Tub/Shower * Wheelchair Accessible (Rooms),* Carpet * Vinyl Flooring * Views * Walk-In Closets * Double Pane Windows * Window Coverings,12 Months,* Laundry Facilities * Controlled Access * Maintenance on site * 24 Hour Availability * Shuttle to Train * Planned Social Activities * Public Transportation,* Built in 2019 * 95 Units/4 Stories,* Elevator * Clubhouse * Multi Use Room,* Courtyard * Grill * Picnic Area * Garden
[16M Residences](https://www.apartments.com/16m-residences-denver-co/ct263gf/),844-403-3912,"[1560 Market St, Denver, CO 80202](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1560+Market+St,+Denver,+CO+80202/data=!4m2!4m1!3e2)",865 Sq Ft,"1,231 Sq Ft","$2,450 - 4,950",2450-2708,3750-4950,Dogs Allowed: Breed restrictions may apply  * $500 Deposit * $500 Fee * 100 lb Weight Limit * 2 Pet Limit,0.55 mi,4 mins,Garage Assigned Parking. 1 space per bedroom,* Fitness Center * Bike Storage * Walking/Biking Trails * Gameroom,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Pantry * Island Kitchen * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer * Instant Hot Water,* 1 Month Free On 13 Month Lease * 1 Month Free On 13 Month Lease. * 1 Month Free With 13 Month Lease * 1 Parking Spot Included * 2 Parking Spots Included * Concierge * Fitness Center * Free Parking and additional storage! * Move-In Specials Available! * Parking And Storage Included * Parking INCLUDED! * Reserved Parking Included,* High Speed Internet Access * Washer/Dryer * Air Conditioning * Heating * Smoke Free * Cable Ready * Satellite TV * Storage Units * Double Vanities * Tub/Shower * Sprinkler System * Wheelchair Accessible (Rooms),* Hardwood Floors * Carpet * Tile Floors * Vinyl Flooring * Family Room * Recreation Room * Views * Walk-In Closets * Linen Closet * Double Pane Windows * Window Coverings,1 - 24 Month Leases,* Package Service * Controlled Access * Maintenance on site * Property Manager on Site * Security System * Doorman * Video Patrol * 24 Hour Availability * On-Site Retail * Recycling * Maid Service * Online Services * Guest Apartment * Car Charging Station,* Built in 2014 * 36 Units/10 Stories * LEED Certified,* Elevator * Storage Space,* Roof Terrace * Grill * Balcony * Deck * Grill
[Flatirons Park Apartments](https://www.apartments.com/flatirons-park-apartments-broomfield-co/bmw92fb/),844-215-8786,"[1302-1318 W 4th Ave, Broomfield, CO 80020](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1302-1318+W+4th+Ave,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",600 Sq Ft,800 Sq Ft,"$1,030 - 1,250",1030-1060,1210-1250,"Cats Allowed $25 a month for 1 cat, $40 a month for 2 cats.  * $25 Monthly Pet Rent * $200 Fee * 2 Pet Limit",15.75 mi,22 mins,Surface Lot 1 space.,* Playground,* Dishwasher * Disposal * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,* Air Conditioning and Ceiling Fans * Close to Highway 36 and Public Transportation * Courtyard and Mature Landscaping * Dishwashers * Expansive Views * Extra Storage * Laundry Facility Onsite * One and Two Bedrooms * Patios and Balconies,* High Speed Internet Access * Wi-Fi * Air Conditioning * Heating * Ceiling Fans * Cable Ready * Storage Units * Tub/Shower * Handrails,* Carpet * Views * Walk-In Closets * Window Coverings,6 - 12 Month Leases,* Laundry Facilities * On-Site Retail * Public Transportation,* Built in 1974 * 90 Units/3 Stories,,* Courtyard * Balcony * Patio * Deck * Grill
[16 Penn Apartments](https://www.apartments.com/16-penn-apartments-denver-co/z5tf5xz/),855-413-6798,"[1615 Pennsylvania St, Denver, CO 80203](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1615+Pennsylvania+St,+Denver,+CO+80203/data=!4m2!4m1!3e2)",863 Sq Ft,"1,168 - 1,182 Sq Ft","$1,750 - 2,959",1750-2959,1995-2950,Dogs Allowed: Breed Restrictions  * $200 Deposit * $30 Monthly Pet Rent * $150 Fee * 2 Pet Limit,1.4 mi,9 mins,Covered: $75 - 100 Assigned Parking. First Come First Serve,* Fitness Center * Bike Storage * Gameroom,* Dishwasher * Disposal * Granite Countertops * Pantry * Island Kitchen * Microwave * Oven * Range * Freezer,,* Washer/Dryer * Air Conditioning * Storage Units * Fireplace * Handrails * Wheelchair Accessible (Rooms),,,* Package Service * Controlled Access * Planned Social Activities * Car Charging Station,* Built in 2018 * 99 Units/6 Stories,* Elevator * Business Center * Disposal Chutes,* Courtyard * Grill * Balcony * Grill
[Elm Grove Apartment Homes](https://www.apartments.com/elm-grove-apartment-homes-aurora-co/fymmc1t/),720-943-6659,"[11852 E 16th Ave, Aurora, CO 80010](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/11852+E+16th+Ave,+Aurora,+CO+80010/data=!4m2!4m1!3e2)",500 Sq Ft,,$895 - 915,895-915,,Pets Negotiable,12.350000000000001 mi,22 mins,Surface Lot 1 space.,,* Dishwasher * Disposal * Ice Maker * Stainless Steel Appliances * Pantry * Kitchen * Oven * Range * Refrigerator,,* High Speed Internet Access * Air Conditioning * Heating * Smoke Free * Cable Ready * Tub/Shower,* Hardwood Floors * Carpet * Vinyl Flooring * Dining Room * Views * Walk-In Closets * Linen Closet * Large Bedrooms,6-12 months,* Laundry Facilities * Controlled Access * Maintenance on site * Renters Insurance Program * Online Services * Public Transportation,* Built in 1971 * 50 Units/3 Stories,,* Picnic Area * Balcony * Lawn
[Denver Metro Village](https://www.apartments.com/denver-metro-village-denver-co/qedy5yw/),844-250-8449,"[1523 Quitman St, Denver, CO 80204](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1523+Quitman+St,+Denver,+CO+80204/data=!4m2!4m1!3e2)",484 Sq Ft,,"$1,179 - 1,333",1256-1333,,Dogs Allowed * $250 Deposit * 30 lb Weight Limit * 1 Pet Limit,2.95 mi,10 mins,Surface Lot 1 space; Assigned Parking.,* Fitness Center * Gameroom * Media Center/Movie Theatre,* Disposal * Kitchen,"* Service Coordination, Community Events",* High Speed Internet Access * Air Conditioning * Heating * Smoke Free * Cable Ready,* Carpet * Tile Floors * Views,12,* Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * Pet Play Area * Public Transportation,* Built in 1971 * 210 Units/18 Stories,* Elevator * Business Center * Clubhouse * Multi Use Room * Breakfast/Coffee Concierge * Disposal Chutes * Conference Room,* Sundeck * Courtyard * Lake Access
[The Artisan](https://www.apartments.com/the-artisan-denver-co/hvp6rq0/),720-388-6539,"[10025 E Girard Ave, Denver, CO 80231](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/10025+E+Girard+Ave,+Denver,+CO+80231/data=!4m2!4m1!3e2)",735 Sq Ft,910 Sq Ft,"$965 - 1,435",965,1235-1315,"Dogs and Cats Allowed The Artisan is a pet friendly community. Pet Fee: 150 per pet (Non-refundable), Pet Deposit: 150 per pet (Refundable). Breed restrictions do apply.  * $300 Deposit * $30 Monthly Pet Rent * 50 lb Weight Limit * 2 Pet Limit",13.4 mi,23 mins,Surface Lot 1 space.,* Fitness Center * Pool * Playground * Basketball Court,* Dishwasher * Microwave * Range * Refrigerator,* Business Lounge * Individual Climate Control * Linen Closet * NightPatrol * On-Site Management * Other * Picnic Areas with Grills * Townhome Floor Plan,* High Speed Internet Access * Air Conditioning * Heating * Smoke Free * Cable Ready * Fireplace,* Vaulted Ceiling * Walk-In Closets * Linen Closet,,* Laundry Facilities * Maintenance on site,* Built in 1973 * 434 Units/2 Stories,* Clubhouse,* Balcony
[Twin Lake Towers Apartments](https://www.apartments.com/twin-lake-towers-apartments-denver-co/1m34916/),844-244-8407,"[8680 E Alameda Ave, Denver, CO 80247](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/8680+E+Alameda+Ave,+Denver,+CO+80247/data=!4m2!4m1!3e2)",600 Sq Ft,800 - 987 Sq Ft,"$930 - 1,250",1000-1005,1215-1250,No Pets Allowed,8.25 mi,26 mins,Surface Lot unassigned,* Fitness Center * Sauna,* Dishwasher * Disposal * Kitchen * Oven * Range * Refrigerator,,* High Speed Internet Access * Air Conditioning * Heating * Smoke Free * Cable Ready * Storage Units * Tub/Shower,* Walk-In Closets,12 Months,* Laundry Facilities * Controlled Access * Trash Pickup - Door to Door,* Built in 1973 * 253 Units/7 Stories,* Clubhouse,* Gated * Fenced Lot * Waterfront * Balcony
[Cherry Ridge](https://www.apartments.com/cherry-ridge-aurora-co/277yh9c/),844-524-3122,"[919 S Peoria St, Aurora, CO 80012](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/919+S+Peoria+St,+Aurora,+CO+80012/data=!4m2!4m1!3e2)",550 Sq Ft,850 Sq Ft,"$985 - 1,350",985-999,1299-1350,Dogs Allowed: No Aggressive breeds  * $99 Deposit * $25 Monthly Pet Rent * $99 Fee * 50 lb Weight Limit * 2 Pet Limit * Must Be Spayed/Neutered,17.1 mi,25 mins,Surface Lot 1 space.,* Fitness Center * Spa * Pool * Playground,* Dishwasher * Disposal * Pantry * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator,"* Indoor pool, Dog Park, Soccer court * Oversized Closets * Zumba Strong Classes On Property",* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans * Cable Ready,* Carpet * Walk-In Closets * Double Pane Windows * Window Coverings,12,* Package Service * Laundry Facilities * Controlled Access * Maintenance on site * Online Services * Pet Play Area,* Built in 1973 * Renovated in Jan 2009 * 150 Units/3 Stories,* Business Center * Clubhouse,* Courtyard * Grill * Picnic Area * Balcony
[Olde Town Plaza](https://www.apartments.com/olde-town-plaza-arvada-co/zdbpq7x/),844-811-6989,"[5773 Olde Wadsworth Blvd, Arvada, CO 80002](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/5773+Olde+Wadsworth+Blvd,+Arvada,+CO+80002/data=!4m2!4m1!3e2)",500 - 550 Sq Ft,,"$1,225 - 1,295",1225-1295,,Dogs and Cats Allowed * $25 Monthly Pet Rent * $150 Fee * 65 lb Weight Limit * 2 Pet Limit,8.8 mi,16 mins,Street,,,"* $55.00 For Water. Sewer, Garbage And Gas * Gas Heat * Heart Of Olde Town. Near Shopping, * Keyed Entry Access To Building * Near Light Rail * Near Restaurants",* Air Conditioning,* Hardwood Floors,12 months,,* Built in 1938 * 17 Units/2 Stories,,
[Towncentre Senior Apartments](https://www.apartments.com/towncentre-senior-apartments-broomfield-co/pkt3xjt/),855-257-8766,"[999 E 1st Ave, Broomfield, CO 80020](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/999+E+1st+Ave,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",565 Sq Ft,811 Sq Ft,"$940 - 1,171",940-963,1161-1171,Dogs Allowed * $150 Deposit * 25 lb Weight Limit * 1 Pet Limit,15.95 mi,23 mins,Surface Lot 1 space.,,,,* Washer/Dryer Hookup * Air Conditioning * Heating * Wheelchair Accessible (Rooms),,12 Months,* Laundry Facilities,* Built in 2001 * 88 Units/3 Stories,,
[Ashley Union Station](https://www.apartments.com/ashley-union-station-denver-co/kbdqlp8/),720-943-4547,"[18th &amp; Chestnut Pl, Denver, CO 80202](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/18th+&amp;+Chestnut+Pl,+Denver,+CO+80202/data=!4m2!4m1!3e2)",532 Sq Ft,"1,075 Sq Ft",Call for Rent,,,"Dogs Allowed: Breed Restrictions: Boxer, Chow, Dalmatian, Doberman, German Shepard, Husky, Presa Canario, Pitbull, Rottweiler 2 animal max per home, current shot record required  * $500 Deposit * $30 Monthly Pet Rent * 2 Pet Limit",0.6 mi,4 mins,Surface Lot: $75,* Fitness Center * Walking/Biking Trails * Gameroom,* Dishwasher * Disposal * Ice Maker * Granite Countertops * Stainless Steel Appliances * Pantry * Island Kitchen * Eat-in Kitchen * Kitchen * Microwave * Oven * Range * Refrigerator * Freezer,* Availablity subject to change * Bar B Que Grill * Carpeted Bedrooms * Controlled Building Access * Downtown Denver** * Fabulous views of the Rockies and * Fashionable Lighting Package * Granite Countertops * Income Restricted-1 Person $19680-$28400 * Income Restricted-2 People $19680-$33600 * Large dogs welcome-breed restrictions ap * Microwave Provided * Recycling Program * Refrigerators with Ice Maker * Rooftop Urban Garden with Outdoor Patio * Smart Package Acceptance * Smoke Free Building * Some amenities in select floorplans * Specials-call about our move in specials * Stainless Steel Appliances * Subway Tile Back Splash * Unit 112 * Upgraded Cabinetry * Walk in Closets** * Washer and Dryer Included * Wide Plank Wood Inspired Floors*,* High Speed Internet Access * Wi-Fi * Washer/Dryer * Air Conditioning * Heating * Smoke Free * Cable Ready * Trash Compactor * Tub/Shower * Handrails * Wheelchair Accessible (Rooms),* Hardwood Floors * Carpet * Tile Floors * Vinyl Flooring * Dining Room * Family Room * Vaulted Ceiling * Views * Walk-In Closets * Linen Closet * Double Pane Windows * Window Coverings,"3, 4, 5, 6, 7, 8, 9, 10, 11, 12",* Package Service * Wi-Fi at Pool and Clubhouse * Laundry Facilities * Controlled Access * Maintenance on site * Property Manager on Site * 24 Hour Availability * On-Site Retail * Recycling * Renters Insurance Program * Planned Social Activities * Pet Washing Station,* Built in 2017 * 107 Units/5 Stories,* Elevator * Business Center * Clubhouse * Lounge * Multi Use Room * Disposal Chutes,* Gated * Roof Terrace * Grill * Picnic Area * Zen Garden * Balcony * Patio * Porch * Deck * Grill * Garden
[Avon Apartments North](https://www.apartments.com/avon-apartments-north-denver-co/ph364cv/),844-448-0458,"[2850 S Federal Blvd, Denver, CO 80236](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/2850+S+Federal+Blvd,+Denver,+CO+80236/data=!4m2!4m1!3e2)",575 Sq Ft,760 Sq Ft,"$900 - 1,300",900-1100,1100-1300,No Pets Allowed,9.75 mi,19 mins,Surface Lot 1 space; Assigned Parking. Upon request a second space is available for a $10 fee.,,* Kitchen,,* High Speed Internet Access * Air Conditioning * Heating * Ceiling Fans,,12 months,* Laundry Facilities * Maintenance on site,* Built in 1971 * 63 Units/6 Stories,,
[The Hale Hall](https://www.apartments.com/the-hale-hall-denver-co/915zpm4/),844-205-0987,"[1259 Albion St, Denver, CO 80220](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1259+Albion+St,+Denver,+CO+80220/data=!4m2!4m1!3e2)",650 Sq Ft,850 Sq Ft,"$1,050 - 1,500",1050-1200,1300-1500,Cats Allowed * $25 Monthly Pet Rent * $250 Fee * 1 Pet Limit,4.05 mi,18 mins,Covered: $50 1 space.,,* Dishwasher * Disposal * Granite Countertops * Stainless Steel Appliances * Kitchen * Oven * Range * Refrigerator,,* Wi-Fi * Ceiling Fans * Cable Ready,* Hardwood Floors * Views,12 months,* Laundry Facilities * Property Manager on Site,* Built in 1947 * 22 Units/3 Stories,,* Lawn
[Bermuda](https://www.apartments.com/bermuda-denver-co/yv7n11t/),720-593-2847,"[1080 Logan St, Denver, CO 80203](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/1080+Logan+St,+Denver,+CO+80203/data=!4m2!4m1!3e2)",600 Sq Ft,,"$1,380 - 1,500",1380-1500,,Cats Allowed * $25 Monthly Pet Rent * $250 Fee,2.05 mi,11 mins,Surface Lot: $100 1 space.,,* Dishwasher * Disposal * Granite Countertops * Stainless Steel Appliances * Oven * Range * Refrigerator,,* Wi-Fi * Ceiling Fans,* Views,12 months,* Laundry Facilities * Property Manager on Site,* Built in 1941 * 24 Units/3 Stories,,
[Grosvenor Arms Apartments](https://www.apartments.com/grosvenor-arms-apartments-denver-co/337qbsg/),844-300-9589,"[333 E 16th Ave, Denver, CO 80203](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/333+E+16th+Ave,+Denver,+CO+80203/data=!4m2!4m1!3e2)",600 - 700 Sq Ft,,"$950 - 1,300",1100-1300,,No Pets Allowed,1.35 mi,9 mins,Garage: $175 Assigned Parking.,,* Kitchen,,* High Speed Internet Access * Heating * Ceiling Fans * Smoke Free * Cable Ready * Tub/Shower,* Hardwood Floors * Vaulted Ceiling * Views,,* Laundry Facilities,* Built in 1932 * 106 Units/7 Stories,,* Courtyard
[Garden Center Apartments](https://www.apartments.com/garden-center-apartments-broomfield-co/1eeqjw4/),844-282-0712,"[62 Garden Ctr, Broomfield, CO 80020](https://www.google.com/maps/dir/1634+18th+St,+Denver,+CO+80202/62+Garden+Ctr,+Broomfield,+CO+80020/data=!4m2!4m1!3e2)",465 Sq Ft,712 Sq Ft,"$875 - 1,080",875-950,1080,Dogs Allowed: No aggressive breeds $150 Pet Deposit for 1 pet and $200 Pet Deposit for 2 pets. Pet Rent $40 for 1 dog and $75 for 2 dogs.  * $150 Deposit * $40 Monthly Pet Rent * $200 Fee * 65 lb Weight Limit * 2 Pet Limit,15.75 mi,22 mins,Surface Lot 2 spaces; Assigned Parking. Parking Available,* Fitness Center * Pool,* Dishwasher * Disposal * Oven * Range * Refrigerator,"* 1 & 2 Bedroom Apartments For Rent * Backs to Greenbelt with Bike/Walking Paths * Barbeque Grills in Each Courtyard * Beautifully Landscaped Grounds * Bi-Lingual * Convenient Laundry Facilities in Each Bldg. * Efficient Hot Water Heat * Garbage Disposals,Window Blinds & Air Conditioning * Minutes from Flatirons Crossing Mall * Near Interlocken & Boulder * On RTD Busline * Sparkling Swimming Pool",* High Speed Internet Access * Wi-Fi * Air Conditioning * Heating * Ceiling Fans * Smoke Free * Cable Ready * Storage Units * Wheelchair Accessible (Rooms),* Carpet * Views * Window Coverings,6-12 months,* Laundry Facilities * Public Transportation,* Built in 1971 * 197 Units/3 Stories,,* Courtyard
